Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Afghanistan,AFG,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-2.35799044700136,2.23601941932175,-3.64331388234628,-12.6195382087159,-25.8706814974751,-25.290058564309,-15.7724198274304,-21.9126573355151,-14.9501951919169,-18.9559612272258,-21.5852741164653,-20.1704643881064,-15.7183027911684,..,..,..,..
Afghanistan,AFG,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-14.4125667930104,-9.74070711301084,-19.456991010884,-19.2855186503912,..
Albania,ALB,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.01387609500286,2.48869419936368,-3.58915333544579,-2.03570446250028,-1.51291795411133,-1.91876849654322,-0.1525752133222,0.249904333497333,-1.3211544989028,-1.74427120088412,-5.83174096323551,-15.2788523176905,-7.77398715257512,1.25704931694863,-8.36279155272246,-0.395856545631387,-3.31737383628298,-11.8688813645991,-2.50234871672871,-4.73211838588308,-4.36035543487417,-5.35591452180558,-9.02590739072684,-7.01197673066682,-4.83249013532298,-6.92138800420102,-7.33186374631583,-10.3518884224487,-15.1839581650837,-15.0172385106346,-11.2157643683259,-12.8503659661777,-10.2612568930744,-9.25914166645898,-10.7201496577808,-8.5423750766982,-7.5101169001665,-7.40849329663264,-6.60766481105068,-7.8206435547354,-8.62504897136027,-7.59590815792211,-5.87243592794502,-1.19632171826937,-2.37733804624419
Albania,ALB,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.584578944595,34.3051786239152,31.016017504155,31.0652884431923,27.2889734913993,28.0357351525402,27.9660240031802,25.7099283507455,23.3742590596281,26.3622414106849,18.1319776466362,-17.099908107101,-86.912123638379,-38.4916410872679,-15.8061213998012,0.827727446423846,-0.273976702760303,-4.88889879521586,-1.88644642916547,7.32295945336238,11.4918199574063,15.2077322977496,12.9262426510554,12.2266741080882,14.3975133717522,14.1536602644122,14.1542313886824,10.0186147970576,7.22244731889603,8.40835015890418,12.1799490123295,11.2475582362584,10.9682114407494,11.0448233433167,9.42026693537774,10.6726621039759,10.1394320176299,12.8738029888126,13.6592380284315,11.7776941335037,11.7791383720434,15.4701619206946,16.6016353443592,17.7471947859,17.6006252244822
Algeria,DZA,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-11.0870548965505,-13.4259208511014,-4.90878514317359,0.58830768594436,0.202716806207838,-0.405106016568604,-0.174582798720131,0.138639759242596,1.75145888019743,-3.50116872810924,0.211615708938076,-3.45178831929018,-1.94306627097077,2.2889527648555,5.17702797301749,..,..,..,..,..,..,..,..,..,..,..,..,..,19.7857720899622,23.4985369430055,21.3033457890387,18.8233635111302,0.287169379874169,6.87361929280343,8.09495300569721,5.3237110694236,0.517147116303439,-3.8772158836163,-14.4205446442816,-14.4962877563746,-11.6217683736912,-8.68941296193564,-8.76373598794008,-11.0309095376359,-2.42326388144806,8.61249001435549,2.56807055763581,..
Algeria,DZA,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,17.2653597684521,27.9353500355389,32.841202366688,17.4357324199258,18.067955975373,19.3748055334299,18.6567571922732,25.2370672168715,26.8163053222318,28.070758079996,29.5691363464929,26.0600886300963,29.0251847504133,34.1981011050639,43.2758003964237,36.1301637684591,39.2861922999159,35.7609800355702,37.5864591453126,40.8284776113194,43.0769232151479,40.7001069433116,39.2100188936037,39.7090252114365,33.4080715487107,31.4109216075666,23.238736469965,23.4167447650348,20.5436412591211,20.1984410839338,27.0960760337355,37.3593818225616,32.2075921826447,27.7358469776854,26.5571555638465,28.1071013524267,31.4941636744132,32.0156782881049,27.210740707219,31.6187984798953,44.8450059827613,43.115332241842,42.1068726895865,45.6498131404121,48.279368990489,53.0771810895513,55.9750963328377,55.4663839284041,55.8028047775332,46.954170922174,49.7720707197039,49.5099050718162,48.2903233682398,47.0297325412408,45.213910110568,39.6312733311175,38.8539574366302,39.1141351206569,40.8669032961564,38.9386030783151,33.6300033432009,39.1974804325142,45.5047011149696,41.2811047561789,..
American Samoa,ASM,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.0104704758856,15.5264308539605,15.0218009387808,11.643445126406,14.2213228058781,..
Andorra,AND,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
