"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","BOP_ACCOUNTING_ENTRY","INDICATOR","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:BOP(21.0.0)","MDA.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Moldova, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.568","-66.39","-23.18","-78.29","-76.24","-37.83","-127.46","-103.32","-83.6","-73.64","-147.79","-190.86","-259.4","-523.9","-695.38","-268.74","-290.09","-337.15","-224.6","-211.12","-305.07","-218.56","-74.11","-138.65","-275.34","-479.58","-151.93","-371.84","-541.06","-341.59","-243.79285402"
"IMF.STA:BOP(21.0.0)","CZE.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Czech Republic","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-9.554308645064","-1031.566575388527","-771.3950143341242","-5027.480904198534","-2880.597799452925","-1017.824215090177","-1440.493960127869","-2994.489526144334","-2780.797262433031","-4006.311796566227","-5179.313979431217","-6030.303201328064","-2111.66021135242","-3804.59958200462","-5670.499884193097","-2441.671194263788","-4236.926445258491","-6446.006703035173","-4447.523616491546","668.7177985497568","3524.769286235393","3145.268724603367","7034.69087023824","4952.652929569732","4605.425975673345","2986.38574759681","411.1641536634298","7061.017591770502","-752.987994104142","-12129.39743093138","4049.590984730935","8849.190094684132"
"IMF.STA:BOP(21.0.0)","AZE.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Azerbaijan, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-330.05","-627.277","-1114.834","-1022.947","-510.317","-129.177","-226.513","-1066.821","-2351.747","-2351.283","-459.151","1289.475","5034.521","540.824","-147.181","-331.155","-932.582","-812.407","-1141.55","-2443.393","-838.252","-1926.065","-303.1063519","357.879","927.801","318.1262","1784.653","4646.691","1622.389","511.163"
"IMF.STA:BOP(21.0.0)","PNG.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Papua New Guinea","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.06100393622764","123.8712782489891","-27.02706794414291","72.57379016459296","-173.4329263974392","-479.4221250811342","-512.1655937944646","-257.7766204796008","-211.6841630637786","-135.1930911602922","-130.0733413201676","-190.3272317833137","-307.1038692794186","-323.4633351452064","-133.2601459254562","-147.1047246189492","80.24328614952057","618.0905415295321","574.553364332097","621.5407341318771","283.5706521184603","-91.12447312155028","35.06213479130619","110.759154881944","363.2697514153284","295.4054628030641","52.2028182029785","-46.54290611890768","-21.34587405806426","481.2232106108054","-836.0385436232172","-951.2947241708104","1179.549274931157","-1784.685594081763","-1488.161364671799","-1226.054282334677","-1508.714849113658","-2007.422612515297","3540.306754773957","2542.902828171763","2400.441818031731","4096.992614069823","4065.31857079016","4279.232633457524","1976.329933424861","3769.213059231611","5537.022546903251","2996.659649190336","4738.148321421803"
"IMF.STA:BOP(21.0.0)","PYF.NNAFANIL_T.FAB.USD.A","OBS_VALUE","French Polynesia","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-66.3979429785913","-104.102862082064","125.330919187879","32.3193649818446","-4.21575206077631","333.74321016627","123.937888766953","243.028571303829","-118.691022713473","32.8879797498715","-109.30596153187","230.884641129005","259.861602248479","314.783555996048","374.018657744782","","","","","","","",""
"IMF.STA:BOP(21.0.0)","TUV.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Tuvalu","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.009309819143832826","0.009779619002343034","0.01097337346382768","0.0116968345342259","0.01141719469914116","0.01058265237195457","0.0110539506207364","-1.687799956332872","-1.751074672133848","-0.4552335340042708","0.1190876702464893","-1.325042530666139","0.0","0.0","0.0","0.0","0.4818044991686095","1.996395012098153","-3.432261559146459","-1.427622164297686","-0.9152277120656865","0.0","0.0",""
"IMF.STA:BOP(21.0.0)","TKM.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Turkmenistan","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:BOP(21.0.0)","G163.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Euro Area (EA)","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-14247.78548781117","-66151.98394555587","25237.10809196099","17966.7990561024","16006.46891997979","108102.797097742","49195.18068345595","30475.78015885726","9824.162056779578","-344515.7079104765","55616.41564229195","-24042.65804761828","-48726.33350990269","166575.9819342574","356147.1243669795","357322.2733427367","328455.5363941521","379628.1061135498","381095.4228386581","361571.7704023077","238341.4247907144","235730.0943193387","435747.1260315868","61037.83671532191","348116.403421964","532988.8024924408"
"IMF.STA:BOP(21.0.0)","IRQ.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Iraq","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1967.69747111458","3669.64111964226","1773.5","2798.7","-3649.2","-783.6","6530.0","5672.0","-14130.67","-4326.3","-277.224","746.89","-1779.5","3290.74","-6156.5","2511.2","-270.1","-51.5","243.1",""
"IMF.STA:BOP(21.0.0)","TKM.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Turkmenistan","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:BOP(21.0.0)","ZWE.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Zimbabwe","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.266252619146337","8.2984597875883","8.817083547841724","27.42950610525776","29.96977325748228","46.76576614197216","42.64691007122889","-2.832264629352924","-9.08876820468867","-1.25342952027961","-0.9099245728356","60.79432647112235","36.6697577175564","21.66273484846476","-7.268593006382773","9.475544843404377","5.083123988344653","-50.10017225646602","","","","","","","","","","","","","","","-67.0","-63.09","-10.0","-99.2","-114.2","-130.3","-122.8","80.06134326","100.8818193","-54.73016161590001","-3.718164366192182","81.64652610036056","-107.706706239279","-93.7","-22.8",""
"IMF.STA:BOP(21.0.0)","CMR.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Cameroon","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-4.314561023801835","-33.67960394257176","-64.26238405311982","-138.0635241433766","-135.7590358192622","-107.1495131659989","-208.5990156174995","-7.552236316268977","-305.6784364576154","106.40881261847","-104.3799787597681","-63.72373175583738","111.8152726974824","127.9269356191384","36.01471528258563","3.853538330645736","16.9867078075537","9.40193777330211","-6.691396439784374","-93.22074762619317","-82.23371359451586","-191.0901956056978","3.833472241503188","-149.4978984097087","-38.10853072974261","-637.8732350756367","-328.5167193401925","-76.71549845210406","-257.2780435730017","-64.43405222849518","-197.2970067813213","-23.21076017559079","-812.3460398098459","-35.28537279628605","-466.1721817540615","-809.6755810564515","-704.9671293213377","-737.6417077028002","-638.519165449774","-702.8176141039964","-792.5756295557115","-657.1543500776615","-898.870738367898","-590.7719379910062","-908.7098427894887","-898.3353711538164","-901.0519419399724",""
"IMF.STA:BOP(21.0.0)","MEX.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Mexico","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1332.0","-2090.0","-3078.0","-1901.0","-2192.0","-1542.0","-1984.0","-2400.0","-2634.0","-2879.0","-3174.0","-2634.0","-4762.0","-4393.0","-4389.0","-10972.5","-9526.29","-9185.6","-12829.8","-12756.764558","-13941.043232","-18382.284821","-25656.063323","-23196.603711","-16996.504829","-20583.663466","-19326.831128","-15453.052309","-22688.109019","-29072.689241","-7989.069733","-12630.017166","-12321.960196","543.208943","-32898.142702","-22844.124015","-25272.769888","-31029.87074","-30087.684897","-25613.923156","-23863.025872","-26504.304024","-35609.653583","-21792.519483","-29904.716151","-32035.531898"
"IMF.STA:BOP(21.0.0)","HTI.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Haiti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","3.480000000696","-2.87998938734878","-6.359999995732006","-31.83997359898159","-46.620000009324","-15.060000003012","-57.360000011472","-30.080000006016","-54.7814625109525","-90.4599432880273","-140.480000028096","-106.820000021364","-117.858701033467","-128.2042050006154","-52.727232728763","-58.145917491252","-75.4247176","-72.25134657813","-84.33287264954","-61.306772667","-11.31072024037","17.81939812629","35.354832176781","-20.45541485373","62.94","-117.07","-29.5","-152.69","-59.779","-31.451","-83.66","-48.21045","54.16389","-0.09211","20.60051","-45.55885","76.7516","-199.16339","621.3574","1500.3641","333.7637437337374","-345.6265618945909","-991.330133939024","-701.094375357035","-395.0159791818965","-221.0852151214451","-154.9220298912924","-454.2958936079754","-118.3115210882363","308.6507897969601","-110.2115403855317","-227.242242581652","36.536994762219",""
"IMF.STA:BOP(21.0.0)","PLW.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Palau, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.68006809039997","-11.122056559","-0.51910269069998","-6.94570854891541","7.04824389041945","5.89712255942135","3.28946411154538","3.17561352820001","-1.65279177602571","-15.0199634173458","29.3339928856275","-26.364","-49.305","10.956","-76.729","-49.909","-67.034","-119.975","",""
"IMF.STA:BOP(21.0.0)","MDG.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Madagascar, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","-43.0404594859864","-60.3792366708503","-17.1584312602316","-22.1834407771607","-24.4621213835962","-366.536736383088","-610.804446864606","-355.835339302319","-213.814242582207","-246.08248360724","-184.195195991448","-174.780373640484","-142.907364591326","-157.283859433365","-102.273696379332","-128.168388228416","-264.572420378187","-227.274213233371","-174.536382982528","-171.46149052988","-153.76862059719","-132.451661125609","-88.99473109891","-62.1326052784197","-211.098311432814","-70.8268516934486","-107.825942617495","-84.4407431999999","-354.471877451528","-117.9769629","-252.1799137","-281.31007568321","1978.96772860478","-738.529223091155","-1396.13784426275","-1694.25031608885","-903.337876722998","-557.063406108358","-670.341004888715","-541.129036597332","-20.9711721713679","-64.9100298433459","312.813716244159","167.61370183907","139.228578044717","30.1968386471532","-397.63093997068","-663.405422520271","-662.786806706905","",""
"IMF.STA:BOP(21.0.0)","TCD.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Chad","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:BOP(21.0.0)","SEN.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Senegal","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","-7.021052049322382","-29.39627054633405","-36.24181664307962","-25.07329802511255","5.495093274840655","-4.983037827089027","-12.92126914334653","-19.61495421297554","-10.10327701536826","33.0913773674257","-27.23382186775783","18.919877010775","3.782782755229192","2.096250768844562","-1.175095158827349","-18.21269230087952","-66.44267198823466","-11.59135029272195","29.95937153139283","1.130092827113759","-49.47724724762624","-34.99960952186617","-6.761770241531859","-176.892954968154","-60.31340447462113","-142.2433645532246","-62.44368049113215","-39.01568814724137","-44.24450742422226","-49.94848863389434","-64.0803392335558","-52.32728763438148","-210.6137118026654","-273.08982830564","-272.4663424012552","-243.8902912676632","-264.1299828596497","-291.1414325944986","-220.1696297421887","-278.0381344066052","-375.6384134020585","-377.8020644080168","-248.5472568199241","-505.8776983277874","-795.0332445605353","-994.3983343967992","-1746.478531655967","-2536.449312223266","-2858.570258957708","-4719.258570296054",""
"IMF.STA:BOP(21.0.0)","YMD.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Yemen, People's Democratic Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IMF.STA:BOP(21.0.0)","MYS.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Malaysia","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","-631.8894368556118","-584.0127553025546","285.6496464743478","50.78651382946057","-348.0075561330605","602.2550294699909","-971.5725085055568","-3095.318180471729","-4013.459556752963","-3877.652128478778","-2543.477565727865","-761.163223868574","389.3173388255266","2694.434320269513","1556.447968840494","-107.0568293335711","196.6819169092842","-4379.166565659009","-2175.173216961198","561.362342881673","-4439.733410222826","-9400.639207263192","-6994.595464721471","-6069.262966440838","12819.11132345915","11308.15789473684","5301.315789473684","4856.315789473684","6876.842105263158","13475.05263157895","16942.63157894737","13347.19602233634","18666.65164308763","24514.6501806858","30508.91600850511","26514.50439485666","5618.458471305019","23499.26291185121","11248.9091557602","5006.545929741175","10983.79329760342","484.8314258609387","1347.713259968565","4902.345752251209","-5104.626194527283","7160.510346320196","13768.31763123085","7050.396388997619","9634.678481560011","-1148.852029946011","6800.414810337497"
"IMF.STA:BOP(21.0.0)","PYF.NNAFANIL_T.P_F.USD.A","OBS_VALUE","French Polynesia","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-39.4649372449069","75.3698290117172","19.7387093150192","65.7820243398138","-16.9732296086524","-19.699981641012","116.451793922485","126.858185190562","6.6945053808068","-251.897032865956","-13.6486844236243","6.48753700726608","-69.4857972496407","21.7794138804828","7.31596594246536","","","","","","","",""
"IMF.STA:BOP(21.0.0)","KGZ.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Kyrgyz Republic","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-10.0","-38.178","-96.09","-47.238","-83.82","-86.60621338","-38.353927","6.86012496095706","1.0932671229568","-4.66196354471303","-45.5446278","-131.526535891699","-42.5652483","-182.0229025","-208.9423276","-377.1200914","-189.6446","-455.1524","-689.5829","-277.0596","-619.0629","-230.4355","-1009.094","-578.9688","78.1439","-139.2679","-336.6598","582.4052","-560.7225","-509.461","",""
"IMF.STA:BOP(21.0.0)","SSD.NNAFANIL_T.FAB.USD.A","OBS_VALUE","South Sudan, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-656.234082100164","-319.82","-586.14","-217.019","412.05","-870.03","-2437.34","-100.5","-567.31","926.2587",""
"IMF.STA:BOP(21.0.0)","BRB.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Barbados","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","-7.01225812057674","-7.593999996203","-7.17449999641275","-8.46849999576575","-14.7953581650532","-17.3701842838959","-4.81364900979393","-2.26959372933354","-3.70257252702391","-6.178","-4.666","-9.385","-30.117","-28.7","-36.1","-34.65","-14.75","-34.5","-2.6","-5.0","-4.65","-25.02940931","-5.73296392","-9.813282795","-6.12492125","-13.6","-6.80211387","-11.85","-60.50375015","-12.28648406","-27.00349905","-28.21048223","-46.23950512","-50.864443905","-65.92241094","-203.3667538","-159.668788595","-174.77221566","-233.1844078093","-297.819584545","-394.165815255","-541.69063764","-228.177862925","-101.210228225","100.659085815","-488.140795603146","-77.7932929439255","-821.28267845275","-366.328937704148","-462.836986468919","-207.827190348755","","","","","","",""
"IMF.STA:BOP(21.0.0)","IRQ.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Iraq","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-426.6","-78.0","-963.9","-1822.1","-1526.4","-1271.3","-1716.0","-2910.0","2562.4","10417.9","7721.9","6560.2","5110.2","5073.5","3269.8","3006.3","2771.9","2326.5","5649.7",""
"IMF.STA:BOP(21.0.0)","GRD.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Grenada","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.714814814814815","-0.4333333333333333","0.2999999999999996","-0.6888888888888889","-11.02962962962963","-19.00740740740741","-12.15555555555556","-7.844444444444444","0.7851851851851852","-5.444444444444444","-16.49259259259259","-16.57777777777778","-33.30740740740741","-15.28148148148148","-17.15555555555556","-8.2","-3.577777777777778","0.5888888888888889","-1.07037037037037","-26.97777777777778","-52.18518518518519","-51.70740740740741","-22.88148148148148","-82.53314587481815","-81.10406750483703","-132.6587560107622","-103.1206599229437","-44.47991291558556","-201.9668436298233","-242.9746810394441","-184.8809979634078","-194.0392984223652","-129.8904599811763","-126.0057313462341","-105.0625553304411","-65.07649296718259","-153.6772667620978","-38.09739299989296","-56.16173568122926","-25.6903506384717","-60.55511456441296","-64.9976785534189","-64.98229407407408","-74.78988444444444","-116.6005074074074","-88.33756111111111","-188.9162451851852","-60.02966925925926"
"IMF.STA:BOP(21.0.0)","DNK.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Denmark","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","-593.6454520296786","-1800.108988370742","-1776.0133405584","-1403.466894955628","-3284.548108284469","-2402.683477061068","-2148.608056573019","-2748.105424112727","-1495.606226285999","-2114.188972496688","-3070.844998287575","-4777.234847343331","-3002.526474918514","-1864.972313525505","-1464.466927893434","-1035.295199851566","-195.3109362574464","3636.920165699926","5984.864469210129","3795.915460565593","2936.647781701409","1681.499098097882","-1960.724753753518","-2804.726016978109","2201.612419959959","-2204.780137296971","9029.220080571722","1716.188509126083","9798.490736131382","17596.60427045664","8988.076032902714","2178.124146914056","3847.246866148384","-3067.328733526086","7532.301006188253","-1269.793379549444","18665.43563877647","17154.40717216452","13334.78345918561","26883.56032860489","17890.16392582015","15849.06279733934","24890.03258776849","16533.21849652308","23286.86199324034","21461.78233850509","44100.17137139021","44970.42392804596","31190.96488633243","34288.36403642836"
"IMF.STA:BOP(21.0.0)","DNK.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Denmark","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","-264.8221763745014","-478.3886584711776","-589.724239429401","73.86911723363914","-62.9373402750751","141.0630467301709","-302.3339117903742","-680.9599900828501","-1233.17335353909","2079.366555718216","-3683.430034963642","-1230.789381450338","2748.856838268509","-2899.833615614382","-1853.848789261387","-10127.44843402927","-12661.07977237777","11771.19489538986","-6315.868986788786","-5516.058462940431","-4946.45572061503","10161.16472600493","2707.189132445449","17798.96288668741","4262.066638716146","-487.500933968443","15919.76799442321","14712.95055175156","11955.5342022519","16846.5086730088","7373.54838732467","-9186.699645066952","-11475.30162482064","1377.656420639099","-892.98290043184","13585.78328185002","-11917.148085839","10568.09822709628","-17032.76895893446","-11701.03678840162","2198.675055047332","52841.72127187454","4024.95064791279","-3978.149847857517","12208.64179650804","4225.179334881081","21189.17879274286","34786.24198165989"
"IMF.STA:BOP(21.0.0)","POL.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Poland, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.0","12.0","-9.0","-17.0","11.0","-15.0","-10.0","-15.0","-16.0","-14.0","6.0","-4.0","7.0","7.0","-89.0","-298.0","-665.0","-1697.0","-1846.0","-3617.0","-4445.0","-4863.0","-6049.0","-7239.0","-9327.0","-5804.0","-3901.0","-4284.0","-11729.0","-6907.0","-10670.0","-17445.0","-9908.0","-8094.0","-9223.0","-14070.0","-5997.0","-4440.0","-14109.0","-10753.0","-4059.0","-8631.0","-17470.0","-13643.0","-15013.0","-27292.0","-29177.0","-19539.0","-13015.0"
"IMF.STA:BOP(21.0.0)","MEX.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Mexico","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-4833.0","-10702.0","-25369.0","-13342.0","2762.0","2078.0","-2115.0","-2116.0","7216.0","-5584.0","-2641.0","-4869.0","-16786.0","-25412.0","-26525.0","-32973.07","-5812.89","-2301.0","-5269.0","-16936.527262","-14052.975979","-17313.349599","-21165.165044","-11364.622974","-9557.439911","-7296.112786","-2713.582486000001","-9111.999284","-12534.051325","-23981.156506","-13157.364317","-28482.887201","-23857.907571","-27901.33545","-36491.595744","-34739.656661","-33972.83172","-32901.378099","-33193.811169","-31222.465495","-15912.668877","20774.282885","-3373.304193","-14723.980333","-7918.232474","-5161.306955"
"IMF.STA:BOP(21.0.0)","OMN.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Oman","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-7.799999898569571","-17.69999976983095","-185.1999987958388","-25.19999983615085","36.0","-80.36410923276983","77.24317295188557","229.3888166449935","12.22366710013007","-127.9583875162549","-160.9882964889467","-1481.924577373212","1672.821846553966","-90.50715214564369","-244.4733420026008","797.1027308192458","-326.1378413524057","-353.7061118335501","776.1024395318595","-855.4698720993732","-4999.865581274382","-6493.368010403121","-6419.24577373212","-1934.521970262544","-1805.586149899482","-3983.875162548765","1446.553966189857","7971.391417425228",""
"IMF.STA:BOP(21.0.0)","BMU.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Bermuda","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","200.07","-512.2999981220738","151.362971853528","81.7241550382041","-236.6110078493475","-78.8447213646545","192.8134715069835","-4.3285803115824","123.1437454117533","58.627864425454","168.5576386921372","246.5476693141979","-130.44467375","-42.1613895","-487.74805775","-76.457682875","14.7073183616657","-114.0323496188306",""
"IMF.STA:BOP(21.0.0)","MDG.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Madagascar, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","-13.7097988710188","-4.57277062885883","-1.38104446728693","2.76784215201272","3.67818129499726","6.58139580526257","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-12.8162151627363","-22.3873604554662","-13.6812396478075","-21.1323521522202","-15.35702202314","-5.72809791776414","-9.71016797434065","-10.1618917977257","-14.0054211259566","-16.6354298022046","-58.3852859149158","-82.9525807054987","-93.059224","-14.6617980720596","-12.874087","-52.9107480000001","-50.4911484518063","-283.514722206005","-750.91126247382","-1089.89943479648","-1267.14640125222","-868.739719307926","-773.203075704588","-778.360509807764","-550.243247268126","-336.112072461795","-246.135354480032","-451.114994408963","-358.890886256928","-494.140097618287","-372.693195444086","-239.373734585702","-243.209375776762","-325.831200592564","",""
"IMF.STA:BOP(21.0.0)","PER.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Peru","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1034.3","-138.8","826.8","315.3","-1087.0","-1992.0","-716.0","-798.0","-1247.0","-1375.6","-2082.0","-1349.0","-681.16","-1601.0","-535.0","-1344.0","-1701.965346303763","-2342.369608322701","-4301.72291289","-2846.3124","-3240.044","-3004.88348292647","-1342.667367999999","-1156.377115815306","-1109.694013388736","-1001.636798945101","-231.7276835756373","156.972158108494","1446.974987751244","2365.536915340617","1254.772267037708","-5504.679132755568","-1360.867010043261","-1863.888534158099","-4679.999474178906","-4633.162627802415","-7590.088119042766","-8582.37553253309","-10435.65581874977","-5337.186524897658","-953.015808592109","-5560.341494485148","-457.837649434542","-1063.51125530711","-10961.84923638256","-13882.3454809209","-1889.13792468895","5058.598215407149"
