"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","BOP_ACCOUNTING_ENTRY","INDICATOR","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.STA:BOP(21.0.0)","LVA.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Latvia, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","146.579764","230.619","-306.597","-667.674","-326.023","-244.787","-538.3","-603.5","-322.1125984887219","-468.484148397009","-556.4803970651196","-788.5352602471215","-1545.019336219335","-2072.92844819269","-4143.207303381009","-6072.531834377258","-4548.481299065277","3121.319022318472","1301.559419191902","-137.0436984645536","329.2154669354773","304.7461468827023","1288.147417322996","730.2567780822548","963.9036629046177","651.8465055902049","752.2828589743754","475.8544878787813","2121.775007222344","-299.6749445887131","-641.9133161661301","70.2033605368416","546.683163816767"
"IMF.STA:BOP(21.0.0)","LVA.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Latvia, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-27.291249","-49.624","-279.076","-244.594","-378.705","-514.97","-302.9","-330.6","-317.2590714888392","-89.22070720280112","-206.8162797345586","-230.7803242755871","-506.5373866522371","-584.1194804200431","-1493.147462254128","-1944.010189551002","-1091.444008284469","-43.65106640782121","-372.1584183261227","-1411.691737493226","-919.4754588492557","-494.1300353221871","-349.5964981286872","-669.8899109606563","-90.0593554477344","-614.0056304927353","-750.9235832051235","-1027.750185524877","-741.5932430596791","-1057.545380952325","-1385.206180722406","-670.181723331786","-1062.84722175325"
"IMF.STA:BOP(21.0.0)","LVA.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Latvia, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.10183","-0.046","22.48","36.835","141.027","571.817","6.4","-273.3","255.582889509633","-105.890185717815","166.1294134583175","197.4159206112079","-221.4706670995598","131.0121521040032","-43.5161631450766","660.4751434064734","-360.5793672104308","-169.2124882192373","332.0960978354992","638.2275347199604","-1292.740004013659","260.6186550383637","-14.9043539296754","2969.221895005377","1256.259166907478","2635.616033785872","-1647.006319175854","-680.5824748647001","4787.186555835004","-346.263582106929","1047.71775861743","-1630.696948846402","-2027.253345869454"
"IMF.STA:BOP(21.0.0)","ISL.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Iceland","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-4.5","-4.2","-8.1","-3.1","-22.3","-53.0","-35.8","23.4","-13.7","-23.6","-6.4","-1.7","15.9","35.6","-10.4733948497938","10.19519633084669","19.49406386507276","14.33309994566986","24.34241677834087","34.19862931574582","-19.73478683017155","-91.5391785895828","-78.87101869552829","57.67689048491808","219.3944521335688","168.6436644557595","250.310280444481","47.94349367353667","1826.342574266488","3975.844142334124","1673.898966103311","3344.454082553956","-4982.878838212869","2208.552244611185","-2748.651912985401","-1082.906199984119","-4229.093310640793","54.50897909904509","-745.4208647543694","-695.1879482620795","-743.724078173073","-163.2993059943238","470.9959154794734","702.9424645605405","501.1610999260428","-504.9985581724844","-1086.434563457073","-1668.403549378827","-2787.178384425712"
"IMF.STA:BOP(21.0.0)","ISL.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Iceland","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-31.0","-45.2","4.7","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.6","-25.14143249709266","-182.481626833936","-281.3814830329199","-274.1740966066311","-170.5600082094569","-150.3128483315439","-123.6951560478181","240.1512697592662","205.030274487739","-578.0642695009584","-621.4527515446241","-611.0608241137625","-142.773004717572","-3005.598486882911","-6709.609198216596","-12178.51711108082","-11308.89383787318","8778.613662297535","-6085.430932670945","-1318.628409087922","456.0844400865666","-42.0859881851629","-497.160093907228","1145.248877480852","-991.7067225743324","3750.542190469829","1915.175840929204","2484.100535272242","1128.396871858828","734.1500718005134","1007.159899860516","31.2340511991112","1154.426457818025","2183.20721749379","881.0473320042169"
"IMF.STA:BOP(21.0.0)","SVN.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Slovenia, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-112.8","-111.3","-129.8","-160.4","-166.1","-303.6","-221.2","-58.9","-70.5","-370.7","-1508.3","174.3","-281.5","88.5","214.4958807138807","331.3269605561869","251.496854230927","686.9747735634634","-119.5929492593166","-889.9667230835223","-599.7516092648661","-71.937722429961","-806.715006309506","-1404.352737774617","-968.692741564618","-565.1557537001909","-1089.237502721178","-856.9376418015569","320.5882845076864","-525.2331035351594","-1348.969666484502","-618.5305925252572","-551.3471523040976"
"IMF.STA:BOP(21.0.0)","SVN.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Slovenia, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","645.9","205.6","507.5","-276.1","55.5","124.9","-58.0","-656.8","-501.8","80.9","-160.9","-243.3000000000002","-990.3","-651.307892","-1562.095919873252","-2756.875453540747","-4923.149797765225","-1325.803732754965","-1415.91378767158","-333.4704271985836","14.3034071127927","2132.075435225548","3061.215959031874","1979.097023817986","1319.022872982526","2359.554083776605","3026.228710248602","2257.325172351076","4211.79604833757","2122.727476460219","-1777.789777586764","2344.689869510868","2701.980260345111"
"IMF.STA:BOP(21.0.0)","SVN.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Slovenia, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.9","-3.0","32.4","13.4","-637.1","-236.3","-89.7","-353.9","-187.6","-81.2","67.5","257.2","772.4","1997.9","1826.898725851827","3088.405068857126","-589.6383978191","-6353.053590949016","-2569.933850427094","-2361.575189612701","291.618990431744","-5463.531546082641","-5445.264526721027","3351.651597609763","5517.846595071667","3510.088593625271","834.4893052602899","825.7213373248522","-1050.366375060694","3266.40870674061","-111.1376745108225","-275.3074671931297","3837.011819587693"
"IMF.STA:BOP(21.0.0)","IDN.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Indonesia","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-133.0","-225.0","-292.0","-222.0","-310.0","-258.0","-385.0","-576.0","-682.0","-1093.0","-1482.0","-1777.0","-1648.0","-1500.0","-3743.0","-5594.0","-4499.0","240.8000000000001","1865.620963490867","4550.355285714284","2977.391857142862","-145.085548722222","596.923827786241","1511.91723","-5271.25720764285","-2188.448467000713","-2253.33","-3418.72339870827","-2628.247482666506","-11106.33313453727","-11528.39476190292","-13716.22598819461","-12170.05517876357","-14733.19828260511","-10704.47831662688","-16135.91601870257","-18502.03886062175","-12510.6105144976","-20531.0705656307","-14142.47395817427","-17286.35412801424","-18067.20797144738","-14417.41083079137","-14851.8194372787"
"IMF.STA:BOP(21.0.0)","IDN.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Indonesia","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-47.0","-315.0","-368.0","10.0","35.0","-268.0","88.0","98.0","173.0","93.0","12.0","88.0","-1805.0","-3877.0","-4100.0","-5005.0","2632.0","1878.0","1792.35","1910.730192835233","243.8024377601114","-1221.849940731434","-2251.268403605628","-4409.156155795767","-4189.585520925128","-4276.626525619458","-5566.08","-1764.251469619009","-10336.23032692098","-13201.98367060068","-3806.371951991111","-9908.34574778124","-10872.60555046418","-26066.63021155177","-16182.68088330282","-18995.58985686715","-21059.01244253302","-9311.90800745845","-21990.28857204188","-3368.89060358891","-5085.5688370073","11630.57702472219","-2207.51392681906","-8245.18025925267"
"IMF.STA:BOP(21.0.0)","IDN.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Indonesia","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2277.0","-7500.0","-5633.0","-2474.0","-1281.0","-5171.0","-2835.0","-2336.0","-2425.0","-2232.0","-4488.0","-4386.0","-4891.0","-3035.0","-8743.0","-6399.0","-6879.0","6216.2","7863.39866632823","11813.99968866733","7614.521594317894","6130.009887224662","4603.864133434147","-1543.026924927522","432.676459310565","11835.08531296375","9670.72","181.71193457515","7749.503095381218","3866.939097813792","-1746.703176174528","-25344.87069417512","-29250.56291778349","-29667.52186182939","-17941.15040133764","-17216.77480238336","-17099.8016114127","-32253.3126340772","-31887.65235921392","-5287.817748853105","968.5655608323","13156.20383320057","-3545.391804694712","-10266.43918865231"
"IMF.STA:BOP(21.0.0)","PAK.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Pakistan","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-8.84838395293947","-110.3522547745392","-83.42287120682084","-132.3554350386459","-126.9040780535651","-15.50144125992819","-87.35176162426949","-92.4948034832403","-371.9450773086614","-293.0594719985492","-1471.366527190315","-3.6835826438577","-260.8659820856112","-279.0056088853268","-19.0","-120.0","-9.0","192.0","722.0","276.0","-246.03","-925.0","-1969.0","-2086.0","269.0","608.0","108.0","38.0","-117.0","-27.0","-3835.0","-916.0","-153.0","-1198.0","289.0","382.0","1435.0","-2842.0","714.0","-92.0","517.0"
"IMF.STA:BOP(21.0.0)","KIR.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Kiribati","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.9008887274052491","0.0","-0.2192898223051585","-0.1062852578402842","-0.2191600498536599","-0.2570496585041904","-0.1802946393975413","-0.2997525480267584","-0.4276514160597788","-0.4068598230820743","0.7697747796757698","-0.4035822801545857","","","","","","","","","","","","-0.560902595852782","-1.144676996583889","1.294501591624299","-4.944767455568473","6.6621974497255","0.4159000046391734","2.453360914705125","-0.6811801499115038","-2.485794119609168","0.9418459361801857","-1.68636959247115","-0.6604637438431687","1.265676016756648","0.6710458791907156","-2.512229965968547","-0.9299932182575443","-4.252892435335164","-5.094095186497716","-8.056365863990845"
"IMF.STA:BOP(21.0.0)","AGO.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Angola","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-0.99","2.664","1267.02584955","1439.45526052","2015.41957722","1757.51563831","490.1097249","270.50774686","52.19236085","-472.4595026496261","249.7157987424601","970.909344222005","-446.218016889951","-16.63413272570664","9.1244897054942","-3652.764551604032","-1675.904716189828","-1640.362370629152","34.74854079372873","-922.852409411998","-33.4512991628226","-38.48869078105716"
"IMF.STA:BOP(21.0.0)","TUR.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Türkiye, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","-731.0","-1999.0","-2859.0","-3774.0","-2139.0","-762.0","-1974.0","-1287.0","-1027.0","-1514.0","-970.0","-1850.0","-1583.0","-1312.0","2111.0","1932.0","-3093.0","1198.0","-2164.0","-8655.0","4400.0","15.0","-938.0","-3625.0","1287.0","377.0","-12581.0","1633.0","-1384.0","-3065.0","-13360.0","-19485.0","-33823.0","-36814.0","-33909.0","-10784.0","-51448.0","-62339.0","-47401.0","-54986.0","-39545.0","-18124.0","-16724.0","-49665.0","1248.0","5327.0","-38746.0","3438.0","-17497.0","-51406.0","-22795.0"
"IMF.STA:BOP(21.0.0)","KIR.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Kiribati","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.1316344687185096","0.210909319541904","3.789503941487869","7.743421697545127","4.586265943524613","6.401250464574986","8.358724698621169","13.06167385153073","17.71015276827477","6.690648460450441","6.603541946297496","","","","","","","","","","","","","3.339657259287616","3.86318908943993","3.650253358311153","0.7602322874306062","-5.314182562108677","4.508643148817227","1.493988416697987","1.848106892195111","1.211639674288137","3.453974341854728","-0.2231792306466674","1.943948299304595","3.780643774332843","2.057072044759694","6.577201727563227","5.012612501913746","3.548247632635239","1.505714747883741"
"IMF.STA:BOP(21.0.0)","TUR.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Türkiye, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","-64.0","-114.0","-10.0","-27.0","-34.0","-75.0","-18.0","-95.0","-55.0","-46.0","-113.0","-99.0","-125.0","-106.0","-354.0","-663.0","-700.0","-783.0","-779.0","-622.0","-559.0","-772.0","-612.0","-554.0","-573.0","-138.0","-112.0","-2855.0","-939.0","-1222.0","-2005.0","-8967.0","-19261.0","-19941.0","-17302.0","-7032.0","-7617.0","-13812.0","-9638.0","-9927.0","-6287.0","-14167.0","-10697.0","-8487.0","-8845.0","-6496.0","-4271.0","-6224.0","-8850.0","-4694.0","-4661.0"
"IMF.STA:BOP(21.0.0)","AGO.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Angola","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-278.0","-234.0","-119.0","-131.0","-200.0","335.7","-664.5","-287.956","-302.1","-170.3","-472.427","-180.559","-411.66","-1113.97","-2471.46","-878.62","-2145.47","-1643.393","-3481.07178","-1413.99182","1523.19898712","228.29994592","1805.12360746","890.67296388","-2198.54505542","4567.64056641","5116.41341375765","2351.103731498107","8041.583616634612","-2770.722210788464","-10813.08537926572","452.52261892","8749.30046608991","6461.79058060511","1749.052912301465","1956.982582074537","3297.745964365434","6639.71901434389","2152.988344468076","1142.726311634244"
"IMF.STA:BOP(21.0.0)","AGO.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Angola","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-460.0","-507.0","-387.0","-726.0","-810.0","-254.7","-552.7","-691.791","-1045.6","-584.3","-314.423","3415.535","-1054.17","-1480.54","-1782.39","763.51","-1736.17","-217.67","-1519.490335","1403.44629656375","4571.46395617027","10957.7722723872","8947.42845657332","5971.22309984514","-7103.01557056432","7746.59812769954","13072.5278629191","3869.914520242399","3758.42253733644","-7575.365934859946","-11468.64645981814","-4889.178222225877","-748.662117734249","6912.900410308192","4488.2284071028","-438.142762850659","6288.278014509816","8841.016896124594","5507.874392567758","7028.78373950923"
"IMF.STA:BOP(21.0.0)","KIR.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Kiribati","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.718581794560121","0.6831811808063831","-10.80767915286145","-1.026511971857997","4.982815551278433","8.81512158851619","0.203925567239192","1.301493062987631","1.672058143931437","0.6320765158963223","0.2965372358512192","-1.727480179122959","0.7758484706658283","-1.67370674513366","2.377325644652377","-1.187350766251897","","","","","","","","","","","","-10.0945224815285","-9.484266695284177","-3.698137574999276","5.660514034020164","2.173391231369414","0.7575403978292057","6.437627488779602","31.62046357303553","90.73027052832818","84.29770144002119","72.19542507184373","101.9642374228657","100.874634761361","109.8371758715117","85.4812816074236","32.41459683539196","41.74781343702723","5.7917345803796","38.91792238920444"
"IMF.STA:BOP(21.0.0)","TUR.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Türkiye, Republic of","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","-146.0","-282.0","-1178.0","-1386.0","-547.0","-623.0","-2411.0","-3917.0","-1158.0","-237.0","-570.0","-1634.0","6711.0","-3429.0","-1022.0","4515.0","593.0","-2465.0","-8023.0","-13457.0","-7417.0","-833.0","5015.0","-229.0","-16081.0","-22206.0","-41028.0","-22608.0","-19705.0","13869.0","-8412.0","-24440.0","916.0","2761.0","9785.0","7597.0","18471.0","-5652.0","-11680.0"
"IMF.STA:BOP(21.0.0)","IRL.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Ireland","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","729.7297882707322","-6244.98410336351","-16799.91280400735","-25195.5859699738","1902.006940109636","-8404.86093737412","-13920.77551289222","-13151.47867538116","6358.620791109128","-8682.108869822221","13886.94909868116","-5714.119392618111","-22739.42099140625","-42303.40187389548","-120127.206971694","-46741.41326864894","61927.78827191139","46011.56674887581","39206.92361257005",""
"IMF.STA:BOP(21.0.0)","IRL.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Ireland","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44839.95470182128","20832.36649461615","-4010.888042203873","34912.56450089342","540.84718877072","-20925.41648470406","-25222.40992544619","-26152.98188866336","-24074.38321587773","-13207.69491654001","-45344.6541452982","16477.5112166158","-70791.08450275676","12295.31897339652","-129965.0013609228","-116604.2612152499","48056.57078005817","27133.48317927815","12927.23795981946",""
"IMF.STA:BOP(21.0.0)","IRL.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Ireland","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-63917.86853155935","-11922.88233721281","10347.79225107353","62441.57995517249","-34395.40025218023","-119316.9942303024","-37189.03430423478","443.13685150668","66344.0581026361","-37958.10178217717","-94351.1279629114","37899.16877195065","-36123.88840088666","46732.22445770385","13835.21499018673","-7898.33575769642","-11462.90543158096","-146145.101782714","107781.3163608463",""
"IMF.STA:BOP(21.0.0)","DJI.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9121038031521317","1.221014961653378","10.55755932050799","-9.253830442097446","0.2766133433865441","0.187034734218241","11.52413051918456","-209.7208545979372","195.3286330821906","13.56960973098283","36.85861547031584","-11.86766386949207"
"IMF.STA:BOP(21.0.0)","DJI.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.632423855368808","-74.43127148733127","-8.828444584489171","-18.42213356890857","-4.720882731922508","-38.01464092594572","0.995943079320958","-7.382357740503373","29.20870352968979","-41.13751329330805","54.57430466855352","44.36166800771997","28.95245919165433","6.318893096482689","1.986259361583606","-61.02261409737735","-218.2522042977476","-133.7489660760405","-50.69856685478925","-17.45995127193748","-151.3383336803192","0.9340483116795483","-93.71296582846146","-341.16790362422","-346.017268640172","-445.2684832011974","-95.44433946466653","-374.7486172483837","-311.8141728552056","21.2925661736165","-374.0132004658988","-487.9067626713666","-209.266113755491","-230.6705390287264"
"IMF.STA:BOP(21.0.0)","DJI.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Djibouti","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.290106402732373","-2.290106402732373","-1.423579655752556","-1.423579655752556","-3.218527917353605","-3.263542293820089","-3.100365179129084","-3.173513540887121","-3.212901120295294","-3.286049482053331","-3.39295862616123","-3.432346205569404","-14.22454296340894","-38.54355984942691","-22.20334119209322","-108.2877093871855","-195.3511402704239","-227.6545821821844","-96.85968456175691","-36.5010325172602","-79.00023069867939","-109.9982556929119","-286.0044676768643","-152.9982388125207","-143.8321864045329","-159.997974353059","-164.9298619746682","-170.0","-174.9990153105148","-158.230011","-166.7501308230316","-187.0228476238077","-137.009451","-67.81994824753404"
"IMF.STA:BOP(21.0.0)","AUS.NNAFANIL_T.D_F.USD.A","OBS_VALUE","Australia","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Direct investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-5000.323944055133","-7824.698719196284","-3782.555745939443","-1106.562011239582","-2767.984260365388","-2630.684042123608","-9222.498128513986","441.6547913511","-2007.441432301318","-2932.19062071574","-1898.249310442197","-10797.95870497261","2663.165109342162","-7681.971734888219","9612.586773250998","-33123.39058661064","-7620.252751319832","-6470.053660877295","-30020.09408853582","-13282.41177409488","-17469.05420395446","-17487.9028433707","-57328.6769799228","-51807.63652969015","-55242.40463168453","-40637.7043637628","-38634.72498991043","-46078.86996397143","-38193.75582527268","-59654.88466113439","-29844.98500837216","-10577.68398433148","-24337.20809277922","54381.97249326004","-19573.95338260779","-39374.41368796664"
"IMF.STA:BOP(21.0.0)","AUS.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Australia","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-17885.9820750773","-15206.06211381736","-11087.72570620051","-10134.03551380631","-9717.00039741889","-16666.73229132504","-18846.13036255179","-14074.96564751824","-12780.49910352443","-17712.76308495951","-21651.81608902593","-15048.34526476972","-7722.005363665555","-16036.45652529024","-28771.66319227696","-40641.46911355815","-42196.07913813331","-44215.61656813801","-64337.07088281106","-52103.65907855575","-52778.12783770834","-45156.81824239632","-51253.31973544964","-71917.90094049196","-51480.1031188141","-47926.69566859769","-67337.26832890903","-41998.90368876291","-40451.81607317821","-31842.64312312333","3771.39646183194","31815.95171120113","43084.33613781901","10333.18875674519","-134.531596442642","-39040.2692920774"
"IMF.STA:BOP(21.0.0)","AUS.NNAFANIL_T.P_F.USD.A","OBS_VALUE","Australia","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Portfolio investment, Total financial assets/liabilities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-8112.295912361593","-7566.983509702776","-9302.90212851707","736.687172402945","-8052.294090065816","-15975.78368902558","-12270.82651629102","-20549.05530523388","-13092.55793950073","-3916.797785558015","-14086.84471926815","-4071.33821767303","-6371.942604394319","-339.472612554555","-41260.99198765583","-15943.89603189593","-32719.17410134412","-52557.37687769273","22457.22248982019","-34840.88472823939","-77154.02505355864","-74616.64635098274","-21897.39471201986","-7729.926797081696","-46631.64897756618","-20734.3775104902","-45211.12194398974","28733.30685608463","-24700.55074824523","9951.778322741326","31631.97520562718","3524.57373236423","85145.40328607809","-80275.72794835787","8801.377301104601","-34743.60901759098"
"IMF.STA:BOP(21.0.0)","HND.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Honduras","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","-108.7499999774635","-112.5","-106.35","-135.15","-144.5","-210.45","-355.7","-321.2","-231.100371000035","-206.55","-321.05","-258.749221400034","-113.89931613692","-197.35499116292","-203.90737271987","-309.26513916574","-160.60374360014","-21.3","-218.8","-313.5","-179.0","-136.7","-138.5","-53.7","-18.9","-8.7","-285.8091543380331","-253.7022159479653","-122.7872094529465","-492.2237874797136","-499.8150632781987","354.0005698886095","903.9254123603216","-188.5164230354998","-1558.649264642544","-563.7685915361938","-896.2427616908767","-1031.622475712717","-1724.712024701287","-2008.974498907294","-1290.909200301186","-1089.768234243472","-931.3537608960127","-727.7682037614535","-1033.689702002841","-135.6609952688544","1445.900647790284","-928.6324366963619","-1637.050213757707","-1376.979443423614","-1491.985652724006"
"IMF.STA:BOP(21.0.0)","BRA.NNAFANIL_T.FAB.USD.A","OBS_VALUE","Brazil","Net (net acquisition of financial assets less net incurrence of liabilities), Transactions","Financial account balance (assets less liabilities)","","","","","","","","","","","","","","","","","","","","","","","","","","","","-7447.0","-6116.0","-5730.0","-6721.0","-9243.0","-13148.0","-12166.0","-16681.0","-7412.0","445.0","-802.0","-5248.0","-2256.0","3326.0","250.0","-4115.0","-532.0","4757.0","-723.0","-1426.0","-16340.0","-24816.0","-32502.92201131984","-36842.39870937983","-24558.07504691092","-20424.42277369548","-23010.13928037596","-6893.347556207609","4360.996563608425","11153.28849995348","15204.31458792766","15429.69020019819","681.909237632486","-24139.91081463826","-23454.39100310123","-78059.96796985","-88988.772857295","-93929.69515951","-89601.93896131","-108932.085713385","-65429.52474574499","-22191.68080271","-20406.38590921","-55804.831904775","-67347.206434945","-16260.263275065","-50167.88437085","-48032.58404827","-37949.75021823","-83553.87089257"
